score,word_count,cell_count,has_verbish,has_nounish,phrase,word1,instance_id1,start1,end1,path1,word2,instance_id2,start2,end2,path2
11,2,9,False,True,an integer,an,56,E4,D5,E4 -> D5,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2
11,2,9,False,True,an integer,an,56,E4,D5,E4 -> D5,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3
11,2,9,False,True,an integer,an,56,E4,D5,E4 -> D5,integer,86,D6,C2,D6 -> C5 -> B5 -> C4 -> B4 -> B3 -> C2
11,2,6,False,True,an nine,an,56,E4,D5,E4 -> D5,nine,91,E6,C4,E6 -> D6 -> C5 -> C4
11,2,5,False,True,an end,an,56,E4,D5,E4 -> D5,end,53,C4,D4,C4 -> C5 -> D4
7,2,4,False,False,an up,an,56,E4,D5,E4 -> D5,up,80,C6,D7,C6 -> D7
3,2,4,False,False,an in,an,56,E4,D5,E4 -> D5,in,81,D6,C5,D6 -> C5
3,2,4,False,False,an in,an,56,E4,D5,E4 -> D5,in,89,D6,E6,D6 -> E6
3,2,4,False,False,an in,an,56,E4,D5,E4 -> D5,in,90,D6,C7,D6 -> C7
8,2,8,False,True,and three,and,57,E4,D4,E4 -> D5 -> D4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
8,2,8,False,True,and three,and,57,E4,D4,E4 -> D5 -> D4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
8,2,8,False,True,and three,and,57,E4,D4,E4 -> D5 -> D4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
8,2,8,False,True,and three,and,57,E4,D4,E4 -> D5 -> D4,three,33,C3,C4,C3 -> B2 -> C2 -> B3 -> C4
8,2,6,False,True,and ten,and,57,E4,D4,E4 -> D5 -> D4,ten,36,C3,A3,C3 -> B3 -> A3
8,2,6,False,True,and ten,and,57,E4,D4,E4 -> D5 -> D4,ten,37,C3,C5,C3 -> C4 -> C5
3,2,7,False,False,and then,and,57,E4,D4,E4 -> D5 -> D4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
3,2,7,False,False,and then,and,57,E4,D4,E4 -> D5 -> D4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
3,2,6,False,False,and the,and,57,E4,D4,E4 -> D5 -> D4,the,29,C3,A2,C3 -> B2 -> A2
3,2,6,False,False,and the,and,57,E4,D4,E4 -> D5 -> D4,the,34,C3,B3,C3 -> B2 -> B3
11,2,4,False,True,a one,a,58,J4,J4,J4,one,45,K3,K4,K3 -> L4 -> K4
11,2,4,False,True,a one,a,58,J4,J4,J4,one,46,K3,M5,K3 -> L4 -> M5
11,2,4,False,True,a end,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5
11,2,4,False,True,a end,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5
7,2,4,True,False,a get,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1
7,2,4,True,False,a get,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1
7,2,4,True,False,a get,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2
7,2,3,True,False,a go,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3
3,2,3,False,False,a on,a,58,J4,J4,J4,on,44,K3,L4,K3 -> L4
3,2,3,False,False,a in,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6
8,2,5,False,True,end in,end,59,K4,K5,K4 -> L4 -> K5,in,73,J5,J6,J5 -> J6
8,2,5,False,True,end an,end,59,K4,K5,K4 -> L4 -> K5,an,105,K6,L5,K6 -> L5
8,2,5,False,True,end an,end,59,K4,K5,K4 -> L4 -> K5,an,107,K6,J6,K6 -> J6
8,2,5,False,True,end at,end,59,K4,K5,K4 -> L4 -> K5,at,109,K6,L7,K6 -> L7
8,2,4,False,True,end a,end,59,K4,K5,K4 -> L4 -> K5,a,58,J4,J4,J4
8,2,4,False,True,end a,end,59,K4,K5,K4 -> L4 -> K5,a,104,K6,K6,K6
8,2,5,False,True,end in,end,60,K4,K5,K4 -> L5 -> K5,in,73,J5,J6,J5 -> J6
8,2,5,False,True,end an,end,60,K4,K5,K4 -> L5 -> K5,an,107,K6,J6,K6 -> J6
8,2,5,False,True,end at,end,60,K4,K5,K4 -> L5 -> K5,at,109,K6,L7,K6 -> L7
8,2,4,False,True,end a,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4
8,2,4,False,True,end a,end,60,K4,K5,K4 -> L5 -> K5,a,104,K6,K6,K6
12,2,6,True,True,ten get,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3
12,2,6,True,True,ten get,ten,61,B5,A3,B5 -> A4 -> A3,get,51,B4,C3,B4 -> C4 -> C3
17,2,11,False,True,ten hundreds,ten,62,B5,C5,B5 -> C4 -> C5,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
17,2,10,True,True,ten hundred,ten,62,B5,C5,B5 -> C4 -> C5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
12,2,6,True,True,ten get,ten,62,B5,C5,B5 -> C4 -> C5,get,49,B4,C3,B4 -> B3 -> C3
12,2,5,False,True,ten up,ten,62,B5,C5,B5 -> C4 -> C5,up,80,C6,D7,C6 -> D7
8,2,5,False,True,ten in,ten,62,B5,C5,B5 -> C4 -> C5,in,88,D6,D5,D6 -> D5
8,2,5,False,True,ten in,ten,62,B5,C5,B5 -> C4 -> C5,in,89,D6,E6,D6 -> E6
8,2,5,False,True,ten in,ten,62,B5,C5,B5 -> C4 -> C5,in,90,D6,C7,D6 -> C7
12,2,5,False,True,ten up,ten,63,B5,D5,B5 -> C4 -> D5,up,80,C6,D7,C6 -> D7
8,2,5,False,True,ten in,ten,63,B5,D5,B5 -> C4 -> D5,in,81,D6,C5,D6 -> C5
8,2,5,False,True,ten in,ten,63,B5,D5,B5 -> C4 -> D5,in,89,D6,E6,D6 -> E6
8,2,5,False,True,ten in,ten,63,B5,D5,B5 -> C4 -> D5,in,90,D6,C7,D6 -> C7
8,2,4,False,True,ten a,ten,63,B5,D5,B5 -> C4 -> D5,a,55,E4,E4,E4
8,2,10,False,True,to hundreds,to,64,B5,A6,B5 -> A6,hundreds,77,B6,B1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1 -> B1
8,2,10,False,True,to hundreds,to,64,B5,A6,B5 -> A6,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
8,2,9,True,True,to hundred,to,64,B5,A6,B5 -> A6,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1
8,2,9,True,True,to hundred,to,64,B5,A6,B5 -> A6,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
5,2,3,False,False,to a,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7
17,2,9,False,True,nine three,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
17,2,9,False,True,nine three,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
17,2,9,False,True,nine three,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
17,2,7,False,True,nine ten,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3
17,2,7,False,True,nine ten,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3
12,2,7,True,True,nine get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,get,49,B4,C3,B4 -> B3 -> C3
12,2,7,True,True,nine get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,get,50,B4,B5,B4 -> A4 -> B5
8,2,8,False,True,nine then,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,8,False,True,nine then,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,7,False,True,nine the,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,the,29,C3,A2,C3 -> B2 -> A2
8,2,7,False,True,nine the,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,the,34,C3,B3,C3 -> B2 -> B3
8,2,6,False,True,nine to,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,to,64,B5,A6,B5 -> A6
12,2,11,True,True,nineteen get,nineteen,66,C5,A3,C5 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
17,2,9,False,True,nine three,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
17,2,9,False,True,nine three,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
17,2,9,False,True,nine three,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
17,2,7,False,True,nine ten,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3
17,2,7,False,True,nine ten,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3
12,2,7,True,True,nine get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,get,49,B4,C3,B4 -> B3 -> C3
12,2,7,True,True,nine get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,get,50,B4,B5,B4 -> A4 -> B5
8,2,8,False,True,nine then,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,8,False,True,nine then,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,7,False,True,nine the,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,the,29,C3,A2,C3 -> B2 -> A2
8,2,7,False,True,nine the,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,the,34,C3,B3,C3 -> B2 -> B3
8,2,6,False,True,nine to,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,to,64,B5,A6,B5 -> A6
12,2,11,True,True,nineteen get,nineteen,70,D5,A3,D5 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
5,2,4,False,False,in an,in,73,J5,J6,J5 -> J6,an,105,K6,L5,K6 -> L5
5,2,3,False,False,in a,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6
5,2,3,False,False,in a,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6
3,2,5,False,False,in and,in,73,J5,J6,J5 -> J6,and,106,K6,K5,K6 -> L5 -> K5
3,2,4,False,False,in at,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7
8,2,5,False,True,end in,end,74,M5,K5,M5 -> L4 -> K5,in,73,J5,J6,J5 -> J6
8,2,5,False,True,end an,end,74,M5,K5,M5 -> L4 -> K5,an,105,K6,L5,K6 -> L5
8,2,5,False,True,end an,end,74,M5,K5,M5 -> L4 -> K5,an,107,K6,J6,K6 -> J6
8,2,5,False,True,end at,end,74,M5,K5,M5 -> L4 -> K5,at,109,K6,L7,K6 -> L7
8,2,4,False,True,end a,end,74,M5,K5,M5 -> L4 -> K5,a,58,J4,J4,J4
8,2,4,False,True,end a,end,74,M5,K5,M5 -> L4 -> K5,a,104,K6,K6,K6
8,2,5,False,True,end in,end,75,M5,K5,M5 -> L5 -> K5,in,73,J5,J6,J5 -> J6
8,2,5,False,True,end an,end,75,M5,K5,M5 -> L5 -> K5,an,107,K6,J6,K6 -> J6
8,2,5,False,True,end at,end,75,M5,K5,M5 -> L5 -> K5,at,109,K6,L7,K6 -> L7
8,2,4,False,True,end a,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4
8,2,4,False,True,end a,end,75,M5,K5,M5 -> L5 -> K5,a,104,K6,K6,K6
8,2,9,True,True,hundred is,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2
8,2,9,True,True,hundred is,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2
12,2,10,False,True,up integers,up,80,C6,D7,C6 -> D7,integers,83,D6,B1,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2 -> B1
12,2,10,False,True,up integers,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2
12,2,10,False,True,up integers,up,80,C6,D7,C6 -> D7,integers,87,D6,B1,D6 -> C5 -> B5 -> C4 -> B4 -> B3 -> C2 -> B1
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,92,E6,A3,E6 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,93,E6,A3,E6 -> D6 -> C5 -> C4 -> C3 -> B3 -> A4 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,94,E6,A3,E6 -> D6 -> C5 -> C4 -> B5 -> A4 -> B3 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,96,E6,A3,E6 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,97,E6,A3,E6 -> D6 -> D5 -> C4 -> C3 -> B3 -> A4 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,98,E6,A3,E6 -> D6 -> D5 -> C4 -> B5 -> A4 -> B3 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,112,C7,A3,C7 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,113,C7,A3,C7 -> D6 -> C5 -> C4 -> C3 -> B3 -> A4 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,114,C7,A3,C7 -> D6 -> C5 -> C4 -> B5 -> A4 -> B3 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,116,C7,A3,C7 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,117,C7,A3,C7 -> D6 -> D5 -> C4 -> C3 -> B3 -> A4 -> A3
12,2,10,False,True,up nineteen,up,80,C6,D7,C6 -> D7,nineteen,118,C7,A3,C7 -> D6 -> D5 -> C4 -> B5 -> A4 -> B3 -> A3
12,2,9,False,True,up integer,up,80,C6,D7,C6 -> D7,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2
12,2,9,False,True,up integer,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3
12,2,9,False,True,up integer,up,80,C6,D7,C6 -> D7,integer,86,D6,C2,D6 -> C5 -> B5 -> C4 -> B4 -> B3 -> C2
12,2,6,False,True,up nine,up,80,C6,D7,C6 -> D7,nine,91,E6,C4,E6 -> D6 -> C5 -> C4
12,2,6,False,True,up nine,up,80,C6,D7,C6 -> D7,nine,95,E6,C4,E6 -> D6 -> D5 -> C4
12,2,6,False,True,up nine,up,80,C6,D7,C6 -> D7,nine,111,C7,C4,C7 -> D6 -> C5 -> C4
12,2,6,False,True,up nine,up,80,C6,D7,C6 -> D7,nine,115,C7,C4,C7 -> D6 -> D5 -> C4
11,2,6,True,False,up find,up,80,C6,D7,C6 -> D7,find,119,E7,D4,E7 -> D6 -> C5 -> D4
11,2,6,True,False,up find,up,80,C6,D7,C6 -> D7,find,120,E7,D4,E7 -> D6 -> D5 -> D4
7,2,4,False,False,up in,up,80,C6,D7,C6 -> D7,in,81,D6,C5,D6 -> C5
7,2,4,False,False,up in,up,80,C6,D7,C6 -> D7,in,88,D6,D5,D6 -> D5
7,2,4,False,False,up in,up,80,C6,D7,C6 -> D7,in,89,D6,E6,D6 -> E6
7,2,4,False,False,up in,up,80,C6,D7,C6 -> D7,in,90,D6,C7,D6 -> C7
7,2,3,False,False,up a,up,80,C6,D7,C6 -> D7,a,127,E8,E8,E8
10,2,5,False,True,in end,in,81,D6,C5,D6 -> C5,end,54,C4,D4,C4 -> D5 -> D4
10,2,5,False,True,in ten,in,81,D6,C5,D6 -> C5,ten,61,B5,A3,B5 -> A4 -> A3
10,2,5,False,True,in ten,in,81,D6,C5,D6 -> C5,ten,63,B5,D5,B5 -> C4 -> D5
8,2,10,False,True,in hundreds,in,81,D6,C5,D6 -> C5,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
8,2,9,True,True,in hundred,in,81,D6,C5,D6 -> C5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
7,2,5,True,False,in get,in,81,D6,C5,D6 -> C5,get,49,B4,C3,B4 -> B3 -> C3
7,2,5,True,False,in get,in,81,D6,C5,D6 -> C5,get,50,B4,B5,B4 -> A4 -> B5
7,2,5,True,False,in get,in,81,D6,C5,D6 -> C5,get,51,B4,C3,B4 -> C4 -> C3
7,2,5,True,False,in get,in,81,D6,C5,D6 -> C5,get,52,B4,B5,B4 -> C4 -> B5
7,2,4,False,False,in up,in,81,D6,C5,D6 -> C5,up,80,C6,D7,C6 -> D7
3,2,4,False,False,in to,in,81,D6,C5,D6 -> C5,to,64,B5,A6,B5 -> A6
13,2,10,False,True,integer ten,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,ten,38,C3,D5,C3 -> C4 -> D5
8,2,11,False,True,integer then,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,10,False,True,integer the,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,the,29,C3,A2,C3 -> B2 -> A2
8,2,9,True,True,integer is,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,is,0,D1,E2,D1 -> E2
13,2,12,False,True,integer three,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
13,2,12,False,True,integer three,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
13,2,10,False,True,integer ten,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,ten,36,C3,A3,C3 -> B3 -> A3
8,2,11,False,True,integer then,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,11,False,True,integer then,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,10,False,True,integer the,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,the,29,C3,A2,C3 -> B2 -> A2
8,2,10,False,True,integer the,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,the,34,C3,B3,C3 -> B2 -> B3
8,2,10,False,True,integer and,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,and,57,E4,D4,E4 -> D5 -> D4
8,2,9,False,True,integer an,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,an,56,E4,D5,E4 -> D5
8,2,8,False,True,integer a,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,a,55,E4,E4,E4
12,2,12,True,True,integers find,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1
12,2,12,True,True,integers find,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,2,E1,G2,E1 -> F1 -> G1 -> G2
8,2,10,False,True,integers in,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,in,3,F1,G1,F1 -> G1
8,2,10,False,True,integers of,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,of,11,F2,E1,F2 -> E1
8,2,10,False,True,integers on,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,on,12,F2,G1,F2 -> G1
8,2,9,False,True,integers a,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,a,39,F3,F3,F3
8,2,11,False,True,integer then,integer,86,D6,C2,D6 -> C5 -> B5 -> C4 -> B4 -> B3 -> C2,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,10,False,True,integer the,integer,86,D6,C2,D6 -> C5 -> B5 -> C4 -> B4 -> B3 -> C2,the,29,C3,A2,C3 -> B2 -> A2
8,2,9,True,True,integer is,integer,86,D6,C2,D6 -> C5 -> B5 -> C4 -> B4 -> B3 -> C2,is,0,D1,E2,D1 -> E2
10,2,5,False,True,in end,in,88,D6,D5,D6 -> D5,end,53,C4,D4,C4 -> C5 -> D4
7,2,4,False,False,in up,in,88,D6,D5,D6 -> D5,up,80,C6,D7,C6 -> D7
5,2,3,False,False,in a,in,88,D6,D5,D6 -> D5,a,55,E4,E4,E4
8,2,10,False,True,in hundreds,in,90,D6,C7,D6 -> C7,hundreds,77,B6,B1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1 -> B1
8,2,10,False,True,in hundreds,in,90,D6,C7,D6 -> C7,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
8,2,9,True,True,in hundred,in,90,D6,C7,D6 -> C7,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1
8,2,9,True,True,in hundred,in,90,D6,C7,D6 -> C7,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
7,2,4,False,False,in up,in,90,D6,C7,D6 -> C7,up,80,C6,D7,C6 -> D7
17,2,9,False,True,nine three,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
17,2,9,False,True,nine three,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
17,2,9,False,True,nine three,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
17,2,7,False,True,nine ten,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3
17,2,7,False,True,nine ten,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3
12,2,7,True,True,nine get,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,get,49,B4,C3,B4 -> B3 -> C3
12,2,7,True,True,nine get,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,get,50,B4,B5,B4 -> A4 -> B5
8,2,8,False,True,nine then,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,8,False,True,nine then,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,7,False,True,nine the,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,the,29,C3,A2,C3 -> B2 -> A2
8,2,7,False,True,nine the,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,the,34,C3,B3,C3 -> B2 -> B3
8,2,6,False,True,nine to,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,to,64,B5,A6,B5 -> A6
12,2,11,True,True,nineteen get,nineteen,92,E6,A3,E6 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
17,2,9,False,True,nine three,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
17,2,9,False,True,nine three,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
17,2,9,False,True,nine three,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
17,2,7,False,True,nine ten,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3
17,2,7,False,True,nine ten,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3
12,2,7,True,True,nine get,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,get,49,B4,C3,B4 -> B3 -> C3
12,2,7,True,True,nine get,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,get,50,B4,B5,B4 -> A4 -> B5
8,2,8,False,True,nine then,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,8,False,True,nine then,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,7,False,True,nine the,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,the,29,C3,A2,C3 -> B2 -> A2
8,2,7,False,True,nine the,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,the,34,C3,B3,C3 -> B2 -> B3
8,2,6,False,True,nine to,nine,95,E6,C4,E6 -> D6 -> D5 -> C4,to,64,B5,A6,B5 -> A6
12,2,11,True,True,nineteen get,nineteen,96,E6,A3,E6 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
11,2,11,False,True,the decimals,the,99,G6,I7,G6 -> H6 -> I7,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11
11,2,10,False,True,the decimal,the,99,G6,I7,G6 -> H6 -> I7,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10
11,2,10,False,True,the decimal,the,99,G6,I7,G6 -> H6 -> I7,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11
3,2,6,False,False,the and,the,99,G6,I7,G6 -> H6 -> I7,and,103,I6,K5,I6 -> J6 -> K5
3,2,5,False,False,the an,the,99,G6,I7,G6 -> H6 -> I7,an,102,I6,J6,I6 -> J6
3,2,4,False,False,the a,the,99,G6,I7,G6 -> H6 -> I7,a,101,I6,I6,I6
3,2,7,False,False,then and,then,100,G6,J6,G6 -> H6 -> I7 -> J6,and,106,K6,K5,K6 -> L5 -> K5
3,2,6,False,False,then an,then,100,G6,J6,G6 -> H6 -> I7 -> J6,an,105,K6,L5,K6 -> L5
3,2,6,False,False,then at,then,100,G6,J6,G6 -> H6 -> I7 -> J6,at,109,K6,L7,K6 -> L7
3,2,5,False,False,then a,then,100,G6,J6,G6 -> H6 -> I7 -> J6,a,101,I6,I6,I6
