score,word_count,cell_count,has_verbish,has_nounish,phrase,word1,instance_id1,start1,end1,path1,word2,instance_id2,start2,end2,path2,word3,instance_id3,start3,end3,path3,word4,instance_id4,start4,end4,path4,word5,instance_id5,start5,end5,path5,word6,instance_id6,start6,end6,path6
45,6,19,False,True,a decimals a ten ten ten,a,101,I6,I6,I6,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12
45,6,26,True,True,an integers find the start nine,an,56,E4,D5,E4 -> D5,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4
45,6,26,True,True,an integers find the start nine,an,56,E4,D5,E4 -> D5,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,24,M2,M5,M2 -> M3 -> L4 -> M5
45,6,19,True,True,find a the start nine go,find,1,E1,H1,E1 -> F1 -> G1 -> H1,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3
45,6,19,True,True,find a the start nine go,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3
45,6,19,True,True,find the start nine a go,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3
45,6,19,True,True,get an a decimal ten ten,get,133,L9,L7,L9 -> K8 -> L7,an,107,K6,J6,K6 -> J6,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14
45,6,24,True,True,get hundred is find the start,get,50,B4,B5,B4 -> A4 -> B5,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
45,6,24,True,True,get hundred is find the start,get,50,B4,B5,B4 -> A4 -> B5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
45,6,24,True,True,get hundred is find the start,get,52,B4,B5,B4 -> C4 -> B5,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
45,6,24,True,True,get hundred is find the start,get,52,B4,B5,B4 -> C4 -> B5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
45,6,21,True,True,get the get go ninety nine,get,147,L10,N10,L10 -> M10 -> N10,the,137,M9,K8,M9 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,207,E14,B13,E14 -> D13 -> C14 -> B13
45,6,21,True,True,get the get go ninety nine,get,147,L10,N10,L10 -> M10 -> N10,the,137,M9,K8,M9 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14
45,6,21,True,True,get the get go ninety nine,get,148,L10,N10,L10 -> M11 -> N10,the,137,M9,K8,M9 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,207,E14,B13,E14 -> D13 -> C14 -> B13
45,6,21,True,True,get the get go ninety nine,get,148,L10,N10,L10 -> M11 -> N10,the,137,M9,K8,M9 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14
45,6,24,True,True,integers find the start an go,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3
45,6,14,True,True,start a in go a end,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,47,M3,M2,M3 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5
45,6,14,True,True,start a in go a end,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,47,M3,M2,M3 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5
45,6,15,True,True,start a nine a get a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1,a,13,H2,H2,H2
45,6,15,True,True,start a nine a get a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1,a,13,H2,H2,H2
45,6,16,True,True,start a nine a get an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1,an,14,H2,G1,H2 -> G1
45,6,16,True,True,start a nine a get an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1,an,14,H2,G1,H2 -> G1
45,6,17,True,True,start a nine get an is,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,40,J3,I1,J3 -> I2 -> I1,an,14,H2,G1,H2 -> G1,is,4,F1,E2,F1 -> E2
45,6,17,True,True,start a nine get an is,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,41,J3,I1,J3 -> J2 -> I1,an,14,H2,G1,H2 -> G1,is,4,F1,E2,F1 -> E2
45,6,17,True,True,start a nine get an of,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,40,J3,I1,J3 -> I2 -> I1,an,14,H2,G1,H2 -> G1,of,11,F2,E1,F2 -> E1
45,6,17,True,True,start a nine get an of,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,41,J3,I1,J3 -> J2 -> I1,an,14,H2,G1,H2 -> G1,of,11,F2,E1,F2 -> E1
45,6,15,True,True,start a nine go a in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6
45,6,14,True,True,start an go a end a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5,a,104,K6,K6,K6
45,6,14,True,True,start an go a end a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5,a,104,K6,K6,K6
45,6,15,True,True,start an go a end an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5,an,105,K6,L5,K6 -> L5
45,6,15,True,True,start an go a end an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5,an,107,K6,J6,K6 -> J6
45,6,15,True,True,start an go a end an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5,an,107,K6,J6,K6 -> J6
45,6,15,True,True,start an go a end at,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5,at,109,K6,L7,K6 -> L7
45,6,15,True,True,start an go a end at,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5,at,109,K6,L7,K6 -> L7
45,6,15,True,True,start an go a end in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5,in,73,J5,J6,J5 -> J6
45,6,15,True,True,start an go a end in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5,in,73,J5,J6,J5 -> J6
45,6,14,True,True,start an go a get a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1,a,13,H2,H2,H2
45,6,14,True,True,start an go a get a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1,a,13,H2,H2,H2
45,6,15,True,True,start an go a get an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1,an,14,H2,G1,H2 -> G1
45,6,15,True,True,start an go a get an,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1,an,14,H2,G1,H2 -> G1
45,6,22,True,True,start nine in a decimal ten,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,173,C12,A12,C12 -> B13 -> A12
45,6,22,True,True,start nine in a decimal ten,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14
45,6,19,False,True,ten ten ten integer by a,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,by,189,L12,M13,L12 -> M13,a,203,L13,L13,L13
45,6,19,False,True,ten ten ten integer by a,ten,205,A14,C14,A14 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,by,189,L12,M13,L12 -> M13,a,203,L13,L13,L13
45,6,20,False,True,the decimal a ten ten ten,the,99,G6,I7,G6 -> H6 -> I7,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12
45,6,21,False,True,the decimals a ten ten ten,the,99,G6,I7,G6 -> H6 -> I7,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12
45,6,23,True,True,up integers find the start a,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2
45,6,24,True,True,up integers find the start an,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2
44,6,23,False,True,a decimal at ten ten integer,a,101,I6,I6,I6,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,at,155,B11,C12,B11 -> C12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,23,False,True,a decimal to ten ten integer,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,to,172,C12,D12,C12 -> D12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,24,False,True,a decimals at ten ten integer,a,101,I6,I6,I6,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,at,155,B11,C12,B11 -> C12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,23,True,True,an integers find the start a,an,56,E4,D5,E4 -> D5,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2
44,6,24,True,True,an integers find the start an,an,56,E4,D5,E4 -> D5,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2
44,6,19,False,True,at ten ten integer a six,at,155,B11,C12,B11 -> C12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,a,203,L13,L13,L13,six,211,L14,N14,L14 -> M14 -> N14
44,6,25,True,True,decimal ten is ten ten integer,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,173,C12,A12,C12 -> B13 -> A12,is,192,A13,B12,A13 -> B12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,25,True,True,decimal ten ten ten is integer,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,is,184,I12,I13,I12 -> I13,integer,186,J12,M12,J12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,25,False,True,decimal ten ten ten it integer,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,it,160,G11,H11,G11 -> H11,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,25,False,True,decimal ten ten ten to integer,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,to,162,H11,I10,H11 -> I10,integer,169,J11,M12,J11 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,16,True,True,find a a nine ten get,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,39,F3,F3,F3,a,55,E4,E4,E4,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3,get,50,B4,B5,B4 -> A4 -> B5
44,6,16,True,True,find a a nine ten get,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,39,F3,F3,F3,a,55,E4,E4,E4,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3
44,6,18,True,True,find a a nine three get,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,39,F3,F3,F3,a,55,E4,E4,E4,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3,get,50,B4,B5,B4 -> A4 -> B5
44,6,17,True,True,find a an nine ten get,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,39,F3,F3,F3,an,56,E4,D5,E4 -> D5,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3,get,50,B4,B5,B4 -> A4 -> B5
44,6,17,True,True,find a an nine ten get,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,39,F3,F3,F3,an,56,E4,D5,E4 -> D5,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3
44,6,19,True,True,find a an nine three get,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,39,F3,F3,F3,an,56,E4,D5,E4 -> D5,nine,91,E6,C4,E6 -> D6 -> C5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3,get,50,B4,B5,B4 -> A4 -> B5
44,6,17,True,True,find a the start an go,find,1,E1,H1,E1 -> F1 -> G1 -> H1,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3
44,6,17,True,True,find a the start an go,find,2,E1,G2,E1 -> F1 -> G1 -> G2,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3
44,6,17,True,True,find the start a in go,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,47,M3,M2,M3 -> M2,go,22,L2,K3,L2 -> K3
44,6,21,True,True,get get ninety nine to ten,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,to,194,C13,D12,C13 -> D12,ten,173,C12,A12,C12 -> B13 -> A12
44,6,21,True,True,get get ninety nine to ten,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,to,194,C13,D12,C13 -> D12,ten,173,C12,A12,C12 -> B13 -> A12
44,6,20,True,True,get go ninety nine to ten,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,to,194,C13,D12,C13 -> D12,ten,173,C12,A12,C12 -> B13 -> A12
44,6,20,True,True,get go ninety nine to ten,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13,nine,208,E14,D14,E14 -> D13 -> C14 -> D14,to,194,C13,D12,C13 -> D12,ten,173,C12,A12,C12 -> B13 -> A12
44,6,19,False,True,in a decimal ten ten ten,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12
44,6,19,False,True,in ten ten integer a six,in,201,D13,C14,D13 -> C14,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,a,203,L13,L13,L13,six,211,L14,N14,L14 -> M14 -> N14
44,6,19,True,True,is find the start a nine,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4
44,6,19,True,True,is find the start a nine,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,24,M2,M5,M2 -> M3 -> L4 -> M5
44,6,19,False,True,ten ten integer by a six,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,by,189,L12,M13,L12 -> M13,a,203,L13,L13,L13,six,211,L14,N14,L14 -> M14 -> N14
44,6,25,False,True,the decimal at ten ten integer,the,99,G6,I7,G6 -> H6 -> I7,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,at,155,B11,C12,B11 -> C12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,25,False,True,the decimal to ten ten integer,the,99,G6,I7,G6 -> H6 -> I7,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,to,172,C12,D12,C12 -> D12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,26,False,True,the decimals at ten ten integer,the,99,G6,I7,G6 -> H6 -> I7,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,at,155,B11,C12,B11 -> C12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
44,6,16,True,True,the start a nine go a,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3,a,58,J4,J4,J4
44,6,16,True,True,the start an go a end,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,59,K4,K5,K4 -> L4 -> K5
44,6,16,True,True,the start an go a end,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4,end,60,K4,K5,K4 -> L5 -> K5
44,6,19,False,True,to ten ten integer a six,to,172,C12,D12,C12 -> D12,ten,198,C13,E14,C13 -> D14 -> E14,ten,209,F14,H12,F14 -> G13 -> H12,integer,182,I12,M12,I12 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12,a,203,L13,L13,L13,six,211,L14,N14,L14 -> M14 -> N14
